,Season,Date,Date_interval,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTGS,ATGS,HTGC,ATGC,HTGD,ATGD,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,HTP,ATP,PtDiff,HTGSCum,ATGSCum,HTGCCum,ATGCCum,HTGDCum,ATGDCum,HTPCum,ATPCum,HSCum,ASCum,HSTCum,ASTCum,HFCum,AFCum,HCCum,ACCum,HYCum,AYCum,HRCum,ARCum,PtDiffCum,HStreak,AStreak,HPrevPos,APrevPos,oddsH,oddsD,oddsA
5820,2020/2021,2020-12-16,2020-12-19,Liverpool,Tottenham,2,1,H,10,2,2,3,8,-1,17,8,11,2,8,9,7,4,0,2,0,0,3,1,2,4.333333333333333,3.8333333333333335,2.8333333333333335,1.5,2.0,1.5,3.0,2.3333333333333335,17.333333333333332,13.0,7.166666666666667,4.833333333333333,10.5,11.166666666666666,6.333333333333333,4.5,0.6666666666666666,1.1666666666666667,0.0,0.0,3.0,7,0,41.0,35.0,1.7766666666666666,3.733333333333333,4.433333333333334
5821,2020/2021,2020-12-16,2020-12-19,West Ham,Crystal Palace,1,1,D,1,2,1,9,0,-7,9,8,2,2,8,12,5,3,0,1,0,1,1,1,0,3.3333333333333335,2.8333333333333335,2.5,2.6666666666666665,0.16666666666666666,-0.3333333333333333,2.1666666666666665,1.5,12.833333333333334,12.666666666666666,4.5,4.666666666666667,12.166666666666666,10.5,4.666666666666667,5.166666666666667,1.1666666666666667,1.0,0.0,0.16666666666666666,0.5,-1,1,26.0,30.0,2.0666666666666664,3.2999999999999994,3.6666666666666665
5822,2020/2021,2020-12-17,2020-12-19,Aston Villa,Burnley,0,0,D,0,1,0,0,0,1,27,6,7,4,17,19,11,1,1,1,0,0,1,4,-3,4.2,0.8333333333333334,2.6,3.0,0.4,-1.3333333333333333,1.2,1.0,16.4,9.166666666666666,6.2,2.6666666666666665,10.0,11.166666666666666,8.2,3.5,2.0,1.3333333333333333,0.0,0.0,-0.6,-3,-1,24.0,32.0,1.7266666666666666,3.8000000000000003,4.6499999999999995
5823,2020/2021,2020-12-17,2020-12-19,Sheffield United,Man United,2,3,A,2,3,6,2,-4,1,12,14,6,8,17,8,6,3,3,2,0,0,0,3,-3,0.8333333333333334,3.8,3.0,3.4,-1.3333333333333333,2.2,0.16666666666666666,4.2,8.5,15.6,3.1666666666666665,6.8,11.666666666666666,13.8,4.833333333333333,4.6,0.8333333333333334,1.0,0.0,0.0,-2.5,-3,9,34.0,38.0,7.083333333333333,4.633333333333333,1.4400000000000002
5824,2020/2021,2020-12-19,2020-12-19,Crystal Palace,Liverpool,0,7,A,2,10,9,2,-7,8,5,14,3,8,5,11,5,4,1,0,0,0,1,4,-3,2.8333333333333335,4.333333333333333,2.6666666666666665,2.8333333333333335,-1.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,8.666666666666666,13.666666666666666,3.1666666666666665,5.5,12.666666666666666,9.0,5.0,6.0,1.8333333333333333,1.0,0.0,0.0,0.0,-1,0,30.0,41.0,6.166666666666667,4.376666666666666,1.51
5825,2020/2021,2020-12-19,2020-12-19,Southampton,Man City,0,1,A,4,2,2,1,2,1,9,11,3,5,9,11,6,6,2,2,0,0,3,3,0,3.5,2.8333333333333335,2.8333333333333335,1.8333333333333333,1.0,-0.3333333333333333,2.0,1.5,13.333333333333334,16.333333333333332,6.5,5.5,13.0,9.5,5.5,7.333333333333333,1.5,1.1666666666666667,0.0,0.0,0.5,-1,0,31.0,40.0,6.5,4.5,1.4733333333333334
5826,2020/2021,2020-12-19,2020-12-19,Everton,Arsenal,2,1,H,4,2,1,4,3,-2,9,13,2,2,9,9,4,3,1,3,0,0,3,0,3,3.5,1.6666666666666667,3.0,2.3333333333333335,0.6666666666666666,-0.16666666666666666,1.6666666666666667,1.1666666666666667,11.666666666666666,9.166666666666666,5.166666666666667,3.0,11.166666666666666,10.166666666666666,5.166666666666667,4.5,1.8333333333333333,1.6666666666666667,0.16666666666666666,0.16666666666666666,0.5,1,-1,29.0,33.0,2.3666666666666667,3.466666666666667,2.9333333333333336
5827,2020/2021,2020-12-19,2020-12-19,Newcastle,Fulham,1,1,D,3,2,6,2,-3,0,12,11,5,4,7,17,2,9,1,2,0,1,1,1,0,2.3333333333333335,1.8333333333333333,2.6666666666666665,3.5,-1.0,-0.6666666666666666,1.5,1.1666666666666667,9.0,11.333333333333334,3.5,3.8333333333333335,11.166666666666666,11.833333333333334,4.333333333333333,3.8333333333333335,2.0,1.5,0.0,0.0,0.0,1,-1,28.0,0.0,2.5500000000000003,3.1999999999999997,2.8666666666666667
5828,2020/2021,2020-12-20,2020-12-26,Brighton,Sheffield United,1,1,D,1,1,1,2,0,-1,21,5,5,3,9,11,14,2,1,5,0,1,1,1,0,2.5,1.1666666666666667,3.5,4.0,-0.3333333333333333,-2.0,0.5,0.0,13.0,8.833333333333334,3.5,2.1666666666666665,12.0,12.333333333333334,5.0,5.166666666666667,2.1666666666666665,1.8333333333333333,0.0,0.16666666666666666,-1.5,-1,-8,25.0,34.0,1.6900000000000002,3.6333333333333333,5.333333333333333
5829,2020/2021,2020-12-20,2020-12-26,Tottenham,Leicester,0,2,A,0,4,2,2,-2,2,8,17,3,4,15,14,5,3,2,2,0,0,0,3,-3,4.166666666666667,4.0,2.0,2.8333333333333335,0.6666666666666666,1.3333333333333333,1.8333333333333333,2.5,10.333333333333334,10.0,5.166666666666667,5.333333333333333,14.333333333333334,7.166666666666667,4.166666666666667,3.8333333333333335,1.1666666666666667,2.5,0.0,0.0,1.0,3,1,35.0,37.0,2.0666666666666664,3.4166666666666665,3.6
5830,2020/2021,2020-12-20,2020-12-26,Man United,Leeds,6,2,H,8,2,4,6,4,-4,26,17,14,3,6,6,11,13,1,0,0,0,3,0,3,3.6666666666666665,3.6666666666666665,3.1666666666666665,4.0,-0.8333333333333334,-0.8333333333333334,0.8333333333333334,1.5,11.333333333333334,15.0,3.5,5.666666666666667,12.0,8.5,6.333333333333333,4.0,2.0,1.5,0.16666666666666666,0.0,-1.0,0,-1,38.0,0.0,1.6966666666666665,4.176666666666667,4.3999999999999995
5831,2020/2021,2020-12-20,2020-12-26,West Brom,Aston Villa,0,3,A,0,6,3,0,-3,6,1,19,1,10,14,8,1,7,1,2,1,0,0,3,-3,1.6666666666666667,4.2,4.333333333333333,2.6,-1.8333333333333333,0.8,0.8333333333333334,2.4,11.166666666666666,13.2,3.6666666666666665,4.6,12.0,13.4,6.666666666666667,6.6,1.5,2.4,0.16666666666666666,0.0,-1.0,-1,1,0.0,24.0,3.6500000000000004,3.6833333333333336,1.9566666666666668
5832,2020/2021,2020-12-21,2020-12-26,Burnley,Wolves,2,1,H,2,1,1,2,1,-1,10,15,4,3,11,15,1,7,2,1,0,0,3,0,3,1.2,2.1666666666666665,3.6,2.8333333333333335,-3.0,-1.0,0.8,1.5,9.2,9.333333333333334,2.6,3.1666666666666665,9.2,10.833333333333334,5.4,4.0,1.2,1.8333333333333333,0.0,0.0,-1.2,0,-1,32.0,36.0,3.5499999999999994,3.0833333333333335,2.216666666666667
5833,2020/2021,2020-12-21,2020-12-26,Chelsea,West Ham,3,0,H,4,0,3,3,1,-3,11,6,7,0,11,6,5,4,0,0,0,0,3,0,3,4.333333333333333,3.5,2.3333333333333335,2.6666666666666665,1.5,0.5,2.5,1.6666666666666667,14.833333333333334,13.166666666666666,6.166666666666667,4.5,12.5,10.5,5.333333333333333,5.0,1.1666666666666667,1.8333333333333333,0.16666666666666666,0.0,1.6666666666666667,1,2,39.0,26.0,1.4733333333333334,4.683333333333334,6.25
5834,2020/2021,2020-12-26,2020-12-26,Leicester,Man United,2,2,D,4,8,2,4,2,4,10,9,2,4,10,17,5,0,2,1,0,0,1,1,0,3.4285714285714284,3.6666666666666665,2.4285714285714284,3.1666666666666665,0.0,2.0,1.7142857142857142,4.0,12.0,15.333333333333334,3.5714285714285716,7.0,11.714285714285714,12.833333333333334,6.857142857142857,4.333333333333333,1.8571428571428572,1.1666666666666667,0.0,0.0,-0.14285714285714285,-1,10,37.0,38.0,2.9333333333333336,3.5,2.316666666666667
5835,2020/2021,2020-12-26,2020-12-26,Aston Villa,Crystal Palace,3,0,H,6,0,0,3,6,-3,21,13,10,6,18,16,4,4,1,4,1,0,3,0,3,3.5,2.7142857142857144,2.1666666666666665,3.5714285714285716,0.3333333333333333,-1.2857142857142858,1.1666666666666667,1.4285714285714286,18.166666666666668,12.0,6.333333333333333,4.285714285714286,11.166666666666666,10.714285714285714,8.666666666666666,4.857142857142857,1.8333333333333333,1.0,0.0,0.2857142857142857,-1.0,0,0,24.0,30.0,1.9333333333333333,3.6333333333333333,3.783333333333333
5836,2020/2021,2020-12-26,2020-12-26,Fulham,Southampton,0,0,D,0,0,0,0,0,0,10,3,1,2,15,12,6,3,2,0,0,0,1,1,0,1.8571428571428572,3.5714285714285716,3.2857142857142856,2.7142857142857144,-1.0,0.42857142857142855,1.0,1.7142857142857142,11.857142857142858,9.428571428571429,4.142857142857143,3.4285714285714284,13.142857142857142,12.142857142857142,3.5714285714285716,3.142857142857143,2.4285714285714284,1.4285714285714286,0.14285714285714285,0.0,-1.4285714285714286,0,0,0.0,31.0,3.1500000000000004,3.233333333333333,2.3333333333333335
5837,2020/2021,2020-12-26,2020-12-26,Arsenal,Chelsea,3,1,H,3,4,1,3,2,1,15,19,7,3,13,10,7,9,2,1,0,0,3,0,3,1.7142857142857142,3.7142857142857144,2.5714285714285716,2.0,-1.0,0.42857142857142855,1.1428571428571428,1.5714285714285714,11.142857142857142,12.714285714285714,3.7142857142857144,4.857142857142857,9.857142857142858,12.142857142857142,6.285714285714286,5.428571428571429,1.2857142857142858,1.2857142857142858,0.2857142857142857,0.0,-0.8571428571428571,0,-2,33.0,39.0,4.016666666666667,3.483333333333333,1.92
5838,2020/2021,2020-12-26,2020-12-26,Man City,Newcastle,2,0,H,2,0,0,2,2,-2,11,7,6,2,5,12,7,3,2,2,0,0,3,0,3,3.1666666666666665,2.8333333333333335,2.0,3.6666666666666665,1.0,0.3333333333333333,1.8333333333333333,1.3333333333333333,16.166666666666668,9.0,5.166666666666667,3.0,11.833333333333334,10.0,6.333333333333333,4.0,1.6666666666666667,2.0,0.0,0.0,0.5,0,-1,40.0,28.0,1.116666666666667,9.25,20.666666666666668
5839,2020/2021,2020-12-26,2020-12-26,Sheffield United,Everton,0,1,A,1,1,2,0,-1,1,10,7,2,3,11,10,6,3,2,4,0,0,0,3,-3,1.0,3.5714285714285716,3.4285714285714284,2.7142857142857144,-1.7142857142857142,0.42857142857142855,0.14285714285714285,1.8571428571428572,9.0,11.285714285714286,3.5714285714285716,4.857142857142857,12.428571428571429,10.142857142857142,5.0,4.714285714285714,1.1428571428571428,1.4285714285714286,0.0,0.14285714285714285,-2.5714285714285716,-4,1,34.0,29.0,4.21,3.6,1.8500000000000003
5840,2020/2021,2020-12-27,2021-01-02,Leeds,Burnley,1,0,H,6,1,3,1,3,0,11,14,4,6,8,14,4,12,0,3,0,0,3,0,3,3.4285714285714284,1.1428571428571428,4.285714285714286,2.7142857142857144,0.14285714285714285,-1.0,1.1428571428571428,1.4285714285714286,15.571428571428571,8.714285714285714,5.857142857142857,2.857142857142857,11.0,12.285714285714286,6.714285714285714,3.142857142857143,1.8571428571428572,1.2857142857142858,0.0,0.0,-0.42857142857142855,1,0,0.0,32.0,1.7299999999999998,3.9166666666666665,4.41
5841,2020/2021,2020-12-27,2021-01-02,West Ham,Brighton,2,2,D,3,5,2,6,1,-1,11,13,4,4,6,8,5,4,0,0,0,0,1,1,0,3.0,2.2857142857142856,2.7142857142857144,3.142857142857143,0.14285714285714285,-0.8571428571428571,2.0,1.2857142857142858,12.285714285714286,11.142857142857142,4.142857142857143,3.5714285714285716,11.571428571428571,13.428571428571429,4.714285714285714,5.285714285714286,1.0,0.8571428571428571,0.0,0.42857142857142855,0.42857142857142855,0,0,26.0,25.0,2.35,3.266666666666666,3.0833333333333335
5842,2020/2021,2020-12-27,2021-01-02,Liverpool,West Brom,1,1,D,1,1,1,10,0,-9,17,5,2,3,8,5,8,3,0,1,0,0,1,1,0,5.142857142857143,1.4285714285714286,2.7142857142857144,4.142857142857143,2.857142857142857,-2.2857142857142856,3.0,0.2857142857142857,17.285714285714285,7.857142857142857,7.714285714285714,2.2857142857142856,10.142857142857142,10.857142857142858,6.428571428571429,1.8571428571428572,0.5714285714285714,1.4285714285714286,0.0,0.14285714285714285,2.857142857142857,8,0,41.0,0.0,1.1300000000000001,9.083333333333334,18.833333333333332
5843,2020/2021,2020-12-27,2021-01-02,Wolves,Tottenham,1,1,D,4,4,5,1,-1,3,11,6,6,3,20,13,9,2,4,1,0,0,1,1,0,2.0,3.5714285714285716,2.7142857142857144,2.0,-0.14285714285714285,1.1428571428571428,2.142857142857143,2.142857142857143,14.714285714285714,12.285714285714286,4.857142857142857,4.428571428571429,13.285714285714286,10.857142857142858,5.142857142857143,4.428571428571429,1.0,1.2857142857142858,0.0,0.0,1.0,1,-1,36.0,35.0,3.633333333333333,3.1833333333333336,2.1333333333333333
5844,2020/2021,2020-12-28,2021-01-02,Crystal Palace,Leicester,1,1,D,3,1,1,1,2,0,4,17,1,3,10,7,2,5,0,1,0,0,4,1,3,2.7142857142857144,4.0,4.0,2.7142857142857144,-1.8571428571428572,1.4285714285714286,1.2857142857142858,2.5714285714285716,8.142857142857142,11.0,3.142857142857143,5.142857142857143,11.571428571428571,8.142857142857142,5.0,3.7142857142857144,1.7142857142857142,2.4285714285714284,0.0,0.0,-0.42857142857142855,-1,2,30.0,37.0,3.75,3.533333333333333,1.9833333333333334
5845,2020/2021,2020-12-28,2021-01-02,Chelsea,Aston Villa,1,1,D,1,2,1,3,0,-1,16,10,5,2,16,3,11,4,3,1,0,0,1,1,0,4.285714285714286,4.5,2.4285714285714284,2.1666666666666665,1.4285714285714286,1.6666666666666667,2.5714285714285716,2.5,14.285714285714286,14.166666666666666,6.285714285714286,5.5,12.285714285714286,12.5,5.285714285714286,6.666666666666667,1.0,2.3333333333333335,0.14285714285714285,0.0,1.8571428571428572,2,2,39.0,24.0,1.6600000000000001,4.133333333333334,4.75
5846,2020/2021,2020-12-29,2021-01-02,Brighton,Arsenal,0,1,A,5,5,6,0,-1,5,13,11,2,3,11,4,5,4,2,0,0,0,1,6,-5,2.2857142857142856,2.142857142857143,3.142857142857143,2.7142857142857144,-0.2857142857142857,-0.42857142857142855,0.5714285714285714,1.0,14.142857142857142,9.714285714285714,3.7142857142857144,2.857142857142857,11.571428571428571,10.0,6.285714285714286,4.285714285714286,2.0,1.8571428571428572,0.0,0.14285714285714285,-1.2857142857142858,0,-2,25.0,33.0,3.25,3.4,2.2333333333333334
5847,2020/2021,2020-12-29,2021-01-02,Burnley,Sheffield United,1,0,H,1,0,1,3,0,-3,5,7,3,3,13,17,3,5,1,2,0,0,3,0,3,1.3333333333333333,1.1428571428571428,3.1666666666666665,3.7142857142857144,-2.3333333333333335,-1.8571428571428572,1.1666666666666667,0.14285714285714285,9.333333333333334,8.285714285714286,2.8333333333333335,2.2857142857142856,9.5,12.142857142857142,4.666666666666667,4.714285714285714,1.3333333333333333,2.2857142857142856,0.0,0.2857142857142857,-0.5,1,0,32.0,34.0,2.356666666666667,3.116666666666667,3.216666666666667
5848,2020/2021,2020-12-29,2021-01-02,Southampton,West Ham,0,0,D,0,3,0,2,0,1,8,8,3,3,16,15,4,3,3,1,0,0,1,4,-3,3.5714285714285716,3.0,2.7142857142857144,2.7142857142857144,1.1428571428571428,0.0,2.142857142857143,1.4285714285714286,12.714285714285714,12.142857142857142,6.0,3.857142857142857,12.428571428571429,9.857142857142858,5.571428571428571,4.857142857142857,1.5714285714285714,1.5714285714285714,0.0,0.0,0.42857142857142855,-1,-1,31.0,26.0,2.15,3.533333333333333,3.3000000000000003
5849,2020/2021,2020-12-29,2021-01-02,West Brom,Leeds,0,5,A,1,6,10,3,-9,3,4,14,1,6,7,10,3,10,0,1,0,0,0,3,-3,1.4285714285714286,3.4285714285714284,4.142857142857143,4.285714285714286,-2.0,-1.2857142857142858,0.7142857142857143,1.2857142857142858,9.714285714285714,15.285714285714286,3.2857142857142856,5.285714285714286,12.285714285714286,8.142857142857142,5.857142857142857,5.285714285714286,1.4285714285714286,1.2857142857142858,0.2857142857142857,0.0,-1.2857142857142858,-2,-2,0.0,0.0,3.5666666666666664,3.6500000000000004,2.0
5850,2020/2021,2020-12-29,2021-01-02,Man United,Wolves,1,0,H,3,4,1,5,2,-1,11,9,3,5,11,7,2,2,1,1,0,0,6,1,5,4.285714285714286,2.0,3.2857142857142856,2.7142857142857144,-0.14285714285714285,-1.0,1.1428571428571428,1.2857142857142858,13.428571428571429,10.142857142857142,5.0,3.142857142857143,11.142857142857142,11.428571428571429,7.0,4.428571428571429,1.8571428571428572,1.7142857142857142,0.14285714285714285,0.0,-0.42857142857142855,1,-2,38.0,36.0,1.55,4.2,6.0
5851,2020/2021,2020-12-30,2021-01-02,Newcastle,Liverpool,0,0,D,0,1,0,1,0,0,8,11,2,4,9,13,5,12,2,3,0,0,1,1,0,2.4285714285714284,5.142857142857143,3.4285714285714284,2.7142857142857144,-1.2857142857142858,2.2857142857142856,1.4285714285714286,2.0,9.428571428571429,13.714285714285714,3.7142857142857144,5.857142857142857,10.571428571428571,9.285714285714286,4.0,5.714285714285714,1.8571428571428572,0.8571428571428571,0.0,0.0,0.0,0,1,28.0,41.0,10.416666666666666,5.916666666666667,1.2733333333333332
5852,2020/2021,2021-01-01,2021-01-02,Everton,West Ham,0,1,A,0,3,1,2,-1,1,10,11,2,5,9,7,5,4,2,0,0,0,0,4,-4,3.7142857142857144,2.625,2.7142857142857144,2.375,1.0,0.125,1.8571428571428572,1.75,11.285714285714286,11.625,4.714285714285714,3.75,10.857142857142858,10.5,5.0,4.625,1.7142857142857142,1.5,0.14285714285714285,0.0,0.8571428571428571,2,-1,29.0,26.0,2.1333333333333333,3.4499999999999997,3.4166666666666665
5853,2020/2021,2021-01-01,2021-01-02,Man United,Aston Villa,2,1,H,3,2,1,3,2,-1,19,5,9,5,22,10,5,10,4,0,0,0,6,1,5,3.75,3.857142857142857,2.875,1.8571428571428572,0.125,1.2857142857142858,1.75,2.2857142857142856,13.125,13.571428571428571,4.75,5.0,11.125,11.142857142857142,6.375,6.285714285714286,1.75,2.142857142857143,0.125,0.0,0.25,1,2,38.0,24.0,1.7233333333333334,4.1000000000000005,4.366666666666666
5854,2020/2021,2021-01-02,2021-01-02,Tottenham,Leeds,3,0,H,4,6,1,3,3,3,20,18,7,5,15,13,3,5,2,1,1,0,3,3,0,3.5714285714285716,3.0,2.0,3.75,0.2857142857142857,-0.75,1.5714285714285714,1.5,10.0,15.125,4.857142857142857,5.375,14.428571428571429,8.375,4.285714285714286,5.875,1.2857142857142858,1.25,0.0,0.0,0.42857142857142855,-1,-2,35.0,0.0,1.7766666666666666,3.966666666666667,4.116666666666666
5855,2020/2021,2021-01-02,2021-01-02,Crystal Palace,Sheffield United,2,0,H,3,0,1,3,2,-3,9,7,4,2,8,18,3,6,1,3,0,0,4,0,4,2.375,1.0,3.5,3.25,-1.375,-2.0,1.625,0.125,7.625,8.125,2.875,2.375,11.375,12.75,4.625,4.75,1.5,2.25,0.0,0.25,0.0,-1,0,30.0,34.0,1.95,3.4333333333333336,3.9666666666666663
5856,2020/2021,2021-01-02,2021-01-02,Brighton,Wolves,3,3,D,5,4,6,5,-1,-1,13,11,4,4,13,8,5,8,2,1,0,0,1,1,0,2.0,1.75,2.75,2.375,-0.375,-1.0,0.625,1.25,14.0,10.0,3.5,3.375,11.5,10.875,6.125,4.125,2.0,1.625,0.0,0.0,-1.75,0,-2,25.0,36.0,2.606666666666667,3.1166666666666667,2.8000000000000003
5857,2020/2021,2021-01-02,2021-01-02,West Brom,Arsenal,0,4,A,1,5,10,0,-9,5,7,21,3,12,7,4,3,5,1,2,0,0,0,6,-6,1.25,1.875,3.625,2.375,-2.875,0.25,0.625,1.625,9.0,9.875,3.0,2.875,11.625,9.25,5.5,4.25,1.25,1.625,0.25,0.125,-1.5,-2,-2,0.0,33.0,5.666666666666667,3.9499999999999997,1.5899999999999999
5858,2020/2021,2021-01-03,2021-01-09,Newcastle,Leicester,1,2,A,1,2,2,1,-1,1,8,9,2,3,10,11,3,6,0,2,0,0,0,3,-3,2.125,3.625,3.0,2.5,-1.125,1.25,1.375,2.375,9.25,11.75,3.5,4.875,10.375,8.0,4.125,3.875,1.875,2.25,0.0,0.0,0.0,0,0,28.0,37.0,5.166666666666667,3.983333333333334,1.6433333333333335
5859,2020/2021,2021-01-03,2021-01-09,Chelsea,Man City,1,3,A,1,3,3,1,-2,2,9,18,2,6,11,10,5,3,3,1,0,0,0,3,-3,3.875,3.0,2.25,1.7142857142857142,1.25,-0.14285714285714285,2.375,1.7142857142857142,14.5,15.571428571428571,6.125,5.428571428571429,12.75,9.714285714285714,6.0,7.142857142857143,1.25,1.2857142857142858,0.125,0.0,1.625,0,1,39.0,40.0,2.983333333333333,3.6,2.25
5860,2020/2021,2021-01-04,2021-01-09,Southampton,Liverpool,1,0,H,1,0,0,1,1,-1,7,17,3,1,5,12,1,10,1,3,0,0,3,0,3,3.125,4.625,2.375,2.5,1.0,2.0,2.0,1.875,12.125,13.375,5.625,5.625,12.875,9.75,5.375,6.5,1.75,1.125,0.0,0.0,0.0,0,0,31.0,41.0,4.8500000000000005,4.16,1.6366666666666667
5861,2020/2021,2021-01-12,2021-01-16,Sheffield United,Newcastle,1,0,H,1,0,0,1,1,-1,17,7,4,3,13,12,5,2,2,3,0,1,3,0,3,1.0,2.5714285714285716,3.625,3.7142857142857144,-1.625,0.0,0.125,1.1428571428571428,9.125,8.714285714285714,3.375,2.857142857142857,12.25,10.285714285714286,5.125,3.857142857142857,1.25,2.0,0.0,0.0,-2.625,-5,-2,34.0,28.0,2.466666666666667,3.0833333333333335,3.1
5862,2020/2021,2021-01-12,2021-01-16,Burnley,Man United,0,1,A,0,1,2,0,-2,1,11,13,0,7,15,13,3,4,1,2,0,0,0,3,-3,1.2857142857142858,4.714285714285714,2.857142857142857,3.4285714285714284,-2.0,2.2857142857142856,1.4285714285714286,3.5714285714285716,8.714285714285714,14.428571428571429,2.857142857142857,6.571428571428571,10.0,13.428571428571429,4.428571428571429,3.7142857142857144,1.2857142857142858,1.1428571428571428,0.0,0.0,0.0,2,0,32.0,38.0,6.95,4.5,1.46
5863,2020/2021,2021-01-12,2021-01-16,Wolves,Everton,1,2,A,3,2,5,1,-2,1,12,5,3,3,6,11,6,5,2,2,0,0,0,3,-3,2.25,3.25,3.0,2.5,-0.25,0.5,2.0,2.0,14.25,10.75,5.0,4.625,14.125,10.125,5.625,4.5,1.375,1.75,0.0,0.125,0.875,0,2,36.0,29.0,2.466666666666667,3.0833333333333335,3.0833333333333335
5864,2020/2021,2021-01-13,2021-01-16,Man City,Brighton,1,0,H,1,1,0,1,1,0,16,5,6,1,4,12,8,4,0,2,0,0,3,3,0,3.4285714285714284,2.625,1.8571428571428572,3.5,1.1428571428571428,-0.875,2.0,1.25,15.428571428571429,11.375,5.285714285714286,3.625,10.857142857142858,12.75,6.428571428571429,5.125,1.7142857142857142,0.75,0.0,0.375,0.8571428571428571,1,0,40.0,25.0,1.1733333333333331,7.55,14.833333333333334
5865,2020/2021,2021-01-13,2021-01-16,Tottenham,Fulham,1,1,D,1,1,1,2,0,-1,15,15,6,4,13,15,6,5,1,2,0,0,1,1,0,3.625,1.8571428571428572,1.875,3.2857142857142856,0.625,-0.5714285714285714,1.75,1.1428571428571428,11.25,11.285714285714286,5.125,3.857142857142857,14.5,12.571428571428571,4.125,4.571428571428571,1.375,1.5714285714285714,0.125,0.14285714285714285,0.375,1,0,35.0,0.0,1.3933333333333333,4.8500000000000005,7.8999999999999995
5866,2020/2021,2021-01-14,2021-01-16,Arsenal,Crystal Palace,0,0,D,0,0,0,0,0,0,11,12,4,2,10,11,7,3,1,1,0,0,1,1,0,2.5,2.75,2.375,3.625,-0.625,-1.5,1.375,1.25,11.625,12.125,4.125,4.5,10.25,11.375,6.375,4.75,1.375,1.375,0.25,0.25,-0.375,1,-1,33.0,30.0,1.5433333333333332,4.033333333333333,6.333333333333333
5867,2020/2021,2021-01-16,2021-01-16,Wolves,West Brom,2,3,A,3,3,5,2,-2,1,23,12,6,5,10,14,11,0,2,1,0,0,0,3,-3,2.0,1.375,2.6666666666666665,4.875,-0.4444444444444444,-3.125,1.7777777777777777,0.375,14.0,7.5,4.777777777777778,2.375,13.222222222222221,10.125,5.666666666666667,2.0,1.4444444444444444,1.375,0.0,0.125,0.4444444444444444,0,0,36.0,0.0,1.6000000000000003,3.6,6.6499999999999995
5868,2020/2021,2021-01-16,2021-01-16,Leeds,Brighton,0,1,A,0,1,1,1,-1,0,7,7,2,2,8,9,5,2,1,1,0,0,0,3,-3,3.75,2.3333333333333335,4.125,3.111111111111111,0.5,-0.7777777777777778,1.375,1.4444444444444444,15.0,10.666666666666666,5.625,3.3333333333333335,10.625,12.666666666666666,6.375,5.0,1.625,0.8888888888888888,0.0,0.3333333333333333,0.0,2,0,0.0,25.0,2.1333333333333333,3.516666666666667,3.3333333333333335
5869,2020/2021,2021-01-16,2021-01-16,West Ham,Burnley,1,0,H,1,0,0,2,1,-2,15,10,4,2,12,9,7,4,2,1,0,0,3,0,3,3.0,1.125,2.625,2.5,0.25,-0.875,1.875,1.25,12.125,9.375,4.125,3.25,10.875,12.5,4.75,4.25,0.875,1.5,0.0,0.0,0.375,0,-1,26.0,32.0,1.8099999999999998,3.533333333333333,4.6499999999999995
5870,2020/2021,2021-01-16,2021-01-16,Fulham,Chelsea,0,1,A,1,1,2,0,-1,1,10,21,3,6,11,10,1,12,2,3,1,0,0,3,-3,1.625,4.0,2.875,2.625,-0.875,0.5,1.0,1.375,11.625,13.5,3.75,4.625,13.375,11.875,3.875,5.875,2.375,1.25,0.125,0.0,-1.25,0,-3,0.0,39.0,6.3500000000000005,4.226666666666667,1.5266666666666666
5871,2020/2021,2021-01-16,2021-01-16,Leicester,Southampton,2,0,H,2,0,0,2,2,-2,16,8,5,3,10,11,2,5,2,2,0,0,3,0,3,3.875,3.25,2.625,2.375,0.25,0.375,1.625,1.625,11.75,8.625,3.375,3.25,11.5,12.125,6.625,3.125,1.875,1.25,0.0,0.0,-0.125,0,0,37.0,31.0,1.7933333333333332,3.733333333333333,4.5
5872,2020/2021,2021-01-17,2021-01-23,Sheffield United,Tottenham,1,3,A,1,3,3,1,-2,2,15,14,5,5,13,4,5,7,4,0,0,0,0,3,-3,1.0,3.75,3.2222222222222223,2.0,-1.3333333333333333,1.375,0.4444444444444444,2.0,10.0,11.5,3.4444444444444446,4.25,12.333333333333334,11.125,5.111111111111111,4.125,1.3333333333333333,1.25,0.0,0.0,-2.0,1,0,34.0,35.0,6.116666666666667,3.766666666666667,1.6066666666666667
5873,2020/2021,2021-01-17,2021-01-23,Liverpool,Man United,0,0,D,0,2,1,1,-1,1,17,8,3,4,15,6,7,3,2,1,0,0,1,4,-3,4.625,4.25,2.625,3.0,2.5,2.125,2.75,3.5,17.25,14.25,7.0,6.625,9.875,13.375,6.625,3.75,0.5,1.25,0.0,0.0,2.5,0,1,41.0,38.0,1.9666666666666668,3.7999999999999994,3.5833333333333335
