,Season,Date,Date_interval,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTGS,ATGS,HTGC,ATGC,HTGD,ATGD,HTP,ATP,PtDiff,HTGSCum,ATGSCum,HTGCCum,ATGCCum,HTGDCum,ATGDCum,HTPCum,ATPCum,PtDiffCum,HStreak,AStreak,oddsH,oddsD,oddsA
108,2005/2006,2005-11-05,2005-11-05,Blackburn,Charlton,4,1,H,4,1,1,4,3,-3,3,0,3,11.0,15.0,14.0,10.0,2.0,8.0,10.0,15.0,6.0,2,5,2.3333333333333335,3.0666666666666664,2.8666666666666667
109,2005/2006,2005-11-05,2005-11-05,Fulham,Man City,2,1,H,2,4,1,3,1,1,3,0,3,10.0,11.0,15.0,8.0,-3.0,1.0,7.0,7.0,-3.0,1,-2,2.4499999999999997,3.1,2.6833333333333336
110,2005/2006,2005-11-05,2005-11-05,Newcastle,Birmingham,1,0,H,4,0,0,1,4,-1,3,0,3,8.0,7.0,10.0,16.0,1.0,-6.0,8.0,5.0,3.0,2,-2,1.5866666666666667,3.466666666666667,5.3500000000000005
111,2005/2006,2005-11-05,2005-11-05,Portsmouth,Wigan,0,2,A,0,2,2,0,-2,2,0,3,-3,11.0,11.0,13.0,5.0,-4.0,2.0,3.0,9.0,-6.0,-1,3,2.3666666666666667,3.1166666666666667,2.783333333333333
112,2005/2006,2005-11-05,2005-11-05,West Ham,West Brom,1,0,H,1,0,0,4,1,-4,3,0,3,14.0,9.0,10.0,18.0,5.0,-9.0,10.0,2.0,6.0,1,-2,1.7933333333333332,3.233333333333333,4.193333333333334
113,2005/2006,2005-11-06,2005-11-12,Everton,Middlesbrough,1,0,H,1,0,0,1,1,-1,3,0,3,3.0,15.0,12.0,15.0,-5.0,4.0,1.0,7.0,-9.0,0,-1,2.433333333333333,3.1,2.7833333333333337
114,2005/2006,2005-11-06,2005-11-12,Man United,Chelsea,1,0,H,1,0,0,1,1,-1,3,0,3,15.0,28.0,11.0,6.0,0.0,15.0,5.0,13.0,0.0,0,0,3.033333333333333,3.1,2.2833333333333337
115,2005/2006,2005-11-07,2005-11-12,Bolton,Tottenham,1,0,H,1,0,0,1,1,-1,3,0,3,13.0,13.0,11.0,7.0,9.0,2.0,13.0,9.0,9.0,2,0,2.4,3.1166666666666667,2.7399999999999998
116,2005/2006,2005-11-19,2005-11-19,Charlton,Man United,1,3,A,1,3,3,1,-2,2,0,3,-3,16.0,16.0,14.0,11.0,-2.0,3.0,4.0,13.0,-6.0,-1,-1,3.8333333333333335,3.216666666666667,1.8999999999999997
117,2005/2006,2005-11-19,2005-11-19,Chelsea,Newcastle,3,0,H,3,0,0,3,3,-3,3,0,3,28.0,12.0,7.0,10.0,23.0,3.0,24.0,7.0,24.0,6,1,1.31,4.5,8.833333333333334
118,2005/2006,2005-11-19,2005-11-19,Liverpool,Portsmouth,3,0,H,3,0,0,3,3,-3,3,0,3,9.0,11.0,8.0,15.0,1.0,1.0,10.0,7.0,6.0,2,1,1.3999999999999997,3.9499999999999997,7.766666666666667
119,2005/2006,2005-11-19,2005-11-19,Man City,Blackburn,0,0,D,0,0,0,0,0,0,1,1,0,15.0,15.0,11.0,15.0,3.0,-8.0,13.0,4.0,9.0,3,-2,1.9166666666666667,3.1833333333333336,3.733333333333333
120,2005/2006,2005-11-19,2005-11-19,Sunderland,Aston Villa,1,3,A,1,3,3,1,-2,2,0,3,-3,11.0,10.0,24.0,21.0,-8.0,-10.0,2.0,4.0,-12.0,-2,-1,2.466666666666667,3.1,2.6666666666666665
121,2005/2006,2005-11-19,2005-11-19,West Brom,Everton,4,0,H,4,0,0,4,4,-4,3,0,3,9.0,4.0,22.0,12.0,-9.0,-6.0,6.0,9.0,-6.0,-1,1,2.3666666666666667,3.1,2.7833333333333337
122,2005/2006,2005-11-19,2005-11-19,Wigan,Arsenal,2,3,A,2,3,3,2,-1,1,0,3,-3,13.0,16.0,5.0,8.0,3.0,2.0,13.0,2.0,9.0,3,0,4.1499999999999995,3.1999999999999997,1.8333333333333333
123,2005/2006,2005-11-20,2005-11-26,Middlesbrough,Fulham,3,2,H,3,2,2,3,1,-1,3,0,3,15.0,12.0,16.0,16.0,-2.0,-4.0,8.0,2.0,0.0,1,-1,1.8166666666666664,3.1999999999999997,4.166666666666667
124,2005/2006,2005-11-20,2005-11-26,Tottenham,West Ham,1,1,D,3,1,2,1,1,0,1,1,0,13.0,15.0,8.0,10.0,4.0,3.0,11.0,5.0,6.0,0,-2,1.6866666666666665,3.2999999999999994,4.8999999999999995
125,2005/2006,2005-11-26,2005-11-26,Arsenal,Blackburn,3,0,H,3,0,0,3,3,-3,3,0,3,19.0,15.0,10.0,15.0,10.0,-8.0,18.0,5.0,18.0,6,0,1.32,4.4433333333333325,8.333333333333334
126,2005/2006,2005-11-26,2005-11-26,Aston Villa,Charlton,1,0,H,1,0,0,1,1,-1,3,0,3,13.0,17.0,22.0,17.0,-9.0,5.0,5.0,15.0,-6.0,-3,-1,2.1833333333333336,3.1,3.1
127,2005/2006,2005-11-26,2005-11-26,Man City,Liverpool,0,1,A,0,1,1,0,-1,1,0,3,-3,15.0,12.0,11.0,8.0,3.0,0.0,14.0,6.0,9.0,0,1,2.7166666666666663,3.0666666666666664,2.5
128,2005/2006,2005-11-26,2005-11-26,Portsmouth,Chelsea,0,2,A,0,2,2,0,-2,2,0,3,-3,11.0,31.0,18.0,7.0,-6.0,14.0,3.0,13.0,-9.0,-2,-1,8.233333333333333,4.076666666666667,1.3699999999999999
129,2005/2006,2005-11-26,2005-11-26,Sunderland,Birmingham,0,1,A,0,1,1,0,-1,1,0,3,-3,12.0,7.0,27.0,17.0,-10.0,-7.0,2.0,5.0,-15.0,-3,-3,2.4,3.1,2.75
130,2005/2006,2005-11-26,2005-11-26,Wigan,Tottenham,1,2,A,1,3,2,2,-1,1,0,3,-3,15.0,13.0,8.0,8.0,2.0,1.0,13.0,9.0,6.0,-1,-1,2.5,3.1,2.7166666666666663
131,2005/2006,2005-11-27,2005-12-03,Everton,Newcastle,1,0,H,3,1,0,2,3,-1,3,0,3,4.0,12.0,16.0,13.0,-4.0,0.0,4.0,7.0,-6.0,1,-1,2.466666666666667,3.1,2.6666666666666665
132,2005/2006,2005-11-27,2005-12-03,Fulham,Bolton,2,1,H,2,3,1,2,1,1,3,0,3,14.0,14.0,19.0,11.0,-2.0,2.0,10.0,10.0,0.0,2,1,2.3400000000000003,3.1166666666666667,2.806666666666667
133,2005/2006,2005-11-27,2005-12-03,Middlesbrough,West Brom,2,2,D,2,2,3,2,-1,0,1,1,0,18.0,13.0,18.0,22.0,-1.0,-13.0,11.0,2.0,3.0,2,-3,1.6733333333333331,3.3333333333333335,4.866666666666666
134,2005/2006,2005-11-27,2005-12-03,West Ham,Man United,1,2,A,1,5,2,1,-1,4,0,3,-3,16.0,19.0,11.0,12.0,6.0,5.0,13.0,16.0,9.0,2,1,4.533333333333334,3.233333333333333,1.7566666666666666
135,2005/2006,2005-11-30,2005-12-03,Sunderland,Liverpool,0,2,A,2,5,5,0,-3,5,0,3,-3,12.0,13.0,28.0,8.0,-11.0,1.0,2.0,9.0,-18.0,-4,2,6.133333333333333,3.6833333333333336,1.5
136,2005/2006,2005-12-03,2005-12-03,Blackburn,Everton,0,2,A,0,3,2,0,-2,3,0,3,-3,15.0,4.0,18.0,16.0,5.0,-10.0,13.0,9.0,9.0,3,-1,1.9166666666666667,3.1666666666666665,3.733333333333333
137,2005/2006,2005-12-03,2005-12-03,Bolton,Arsenal,2,0,H,3,0,2,2,1,-2,3,0,3,14.0,22.0,11.0,10.0,10.0,3.0,16.0,5.0,12.0,3,1,4.226666666666667,3.233333333333333,1.8099999999999998
138,2005/2006,2005-12-03,2005-12-03,Chelsea,Middlesbrough,1,0,H,1,2,0,3,1,-1,3,0,3,33.0,18.0,7.0,18.0,26.0,3.0,27.0,7.0,27.0,7,-2,1.2566666666666666,4.766666666666667,10.5
139,2005/2006,2005-12-03,2005-12-03,Liverpool,Wigan,3,0,H,5,0,0,3,5,-3,3,0,3,13.0,16.0,8.0,10.0,4.0,4.0,13.0,12.0,9.0,3,4,1.5266666666666666,3.5500000000000003,6.25
140,2005/2006,2005-12-03,2005-12-03,Man United,Portsmouth,3,0,H,5,0,1,3,4,-3,3,0,3,19.0,11.0,12.0,20.0,1.0,-2.0,8.0,7.0,3.0,1,-1,1.2233333333333334,5.083333333333333,12.333333333333334
141,2005/2006,2005-12-03,2005-12-03,Newcastle,Aston Villa,1,1,D,1,1,2,1,-1,0,1,1,0,12.0,14.0,13.0,22.0,5.0,-8.0,11.0,7.0,6.0,3,1,1.7733333333333334,3.233333333333333,4.366666666666667
142,2005/2006,2005-12-03,2005-12-03,Tottenham,Sunderland,3,2,H,3,2,2,5,1,-3,3,0,3,16.0,12.0,10.0,28.0,5.0,-9.0,12.0,3.0,6.0,0,-2,1.3433333333333335,4.276666666666666,8.5
143,2005/2006,2005-12-03,2005-12-03,West Brom,Fulham,0,0,D,2,2,2,1,0,1,1,1,0,13.0,14.0,22.0,19.0,-5.0,-5.0,9.0,2.0,-3.0,1,-2,2.29,3.1,2.9
144,2005/2006,2005-12-04,2005-12-10,Charlton,Man City,2,5,A,4,5,5,4,-1,1,3,3,0,17.0,15.0,18.0,12.0,-4.0,2.0,4.0,7.0,-9.0,-2,-3,2.2666666666666666,3.1,2.956666666666667
145,2005/2006,2005-12-05,2005-12-10,Birmingham,West Ham,1,2,A,2,4,2,4,0,0,3,3,0,8.0,17.0,17.0,13.0,-8.0,3.0,1.0,6.0,-15.0,-2,0,2.3166666666666664,3.1333333333333333,2.85
146,2005/2006,2005-12-10,2005-12-10,Birmingham,Fulham,1,0,H,2,0,2,1,0,-1,3,0,3,8.0,16.0,17.0,20.0,-8.0,-4.0,4.0,3.0,-15.0,-2,0,2.2333333333333334,3.1166666666666667,3.0
147,2005/2006,2005-12-10,2005-12-10,Blackburn,West Ham,3,2,H,3,4,2,4,1,0,3,3,0,15.0,17.0,20.0,13.0,3.0,3.0,13.0,9.0,6.0,-1,0,1.9666666666666668,3.15,3.616666666666667
148,2005/2006,2005-12-10,2005-12-10,Bolton,Aston Villa,1,1,D,1,1,1,1,0,0,1,1,0,17.0,15.0,13.0,23.0,11.0,-8.0,19.0,8.0,15.0,4,0,1.8099999999999998,3.1999999999999997,4.093333333333334
149,2005/2006,2005-12-10,2005-12-10,Charlton,Sunderland,2,0,H,4,0,5,2,-1,-2,3,0,3,17.0,14.0,18.0,33.0,-5.0,-12.0,7.0,3.0,-9.0,-2,-3,1.6199999999999999,3.4,5.2
150,2005/2006,2005-12-10,2005-12-10,Chelsea,Wigan,1,0,H,1,0,0,1,1,-1,3,0,3,34.0,16.0,7.0,13.0,27.0,1.0,30.0,12.0,30.0,8,-1,1.2066666666666668,5.183333333333334,13.166666666666666
151,2005/2006,2005-12-10,2005-12-10,Liverpool,Middlesbrough,2,0,H,2,0,0,2,2,-2,3,0,3,18.0,20.0,8.0,21.0,9.0,2.0,16.0,7.0,12.0,4,-3,1.5566666666666666,3.533333333333333,5.533333333333334
152,2005/2006,2005-12-10,2005-12-10,Newcastle,Arsenal,1,0,H,1,0,0,1,1,-1,3,0,3,13.0,22.0,15.0,12.0,4.0,1.0,12.0,5.0,6.0,0,-1,3.8333333333333335,3.1666666666666665,1.8833333333333335
153,2005/2006,2005-12-10,2005-12-10,West Brom,Man City,2,0,H,2,5,0,4,2,1,3,3,0,15.0,15.0,24.0,12.0,-5.0,3.0,10.0,10.0,-3.0,0,-3,2.65,3.1166666666666667,2.466666666666667
154,2005/2006,2005-12-11,2005-12-17,Man United,Everton,1,1,D,7,2,1,7,6,-5,4,1,3,24.0,7.0,13.0,16.0,5.0,-7.0,11.0,12.0,6.0,2,1,1.3,4.416666666666667,9.666666666666666
155,2005/2006,2005-12-12,2005-12-17,Tottenham,Portsmouth,3,1,H,3,2,1,3,2,-1,3,0,3,19.0,11.0,12.0,23.0,6.0,-5.0,15.0,7.0,9.0,1,-2,1.43,3.9333333333333336,6.716666666666666
156,2005/2006,2005-12-14,2005-12-17,Everton,West Ham,1,2,A,2,4,7,5,-5,-1,0,3,-3,7.0,21.0,16.0,17.0,-1.0,3.0,7.0,12.0,-3.0,2,-1,1.9666666666666668,3.15,3.6333333333333333
157,2005/2006,2005-12-14,2005-12-17,Man United,Wigan,4,0,H,7,3,1,4,6,-1,4,0,4,24.0,16.0,13.0,14.0,11.0,0.0,15.0,12.0,9.0,2,-2,1.2933333333333332,4.5,9.5
158,2005/2006,2005-12-17,2005-12-17,Aston Villa,Man United,0,2,A,0,7,2,1,-2,6,0,3,-3,16.0,24.0,24.0,13.0,-8.0,9.0,8.0,19.0,-3.0,1,2,4.666666666666667,3.2833333333333337,1.72
159,2005/2006,2005-12-17,2005-12-17,Everton,Bolton,0,4,A,2,4,7,0,-5,4,0,3,-3,7.0,18.0,16.0,14.0,-6.0,3.0,7.0,10.0,-6.0,2,-1,2.29,3.1166666666666667,2.8900000000000006
160,2005/2006,2005-12-17,2005-12-17,Fulham,Blackburn,2,1,H,2,1,1,2,1,-1,3,0,3,16.0,18.0,21.0,22.0,-1.0,-11.0,13.0,5.0,3.0,3,-1,2.2,3.1166666666666667,3.0666666666666664
161,2005/2006,2005-12-17,2005-12-17,Man City,Birmingham,4,1,H,4,1,1,4,3,-3,3,0,3,20.0,10.0,16.0,19.0,2.0,-6.0,14.0,8.0,6.0,-1,1,1.7000000000000002,3.3000000000000003,4.8
162,2005/2006,2005-12-17,2005-12-17,Portsmouth,West Brom,1,0,H,2,0,3,1,-1,-1,3,0,3,11.0,17.0,23.0,24.0,-8.0,-13.0,3.0,3.0,-12.0,-3,0,2.216666666666667,3.1,3.0500000000000003
163,2005/2006,2005-12-17,2005-12-17,West Ham,Newcastle,2,4,A,4,4,5,2,-1,2,0,3,-3,21.0,14.0,17.0,15.0,5.0,-1.0,13.0,7.0,6.0,-1,-2,2.4499999999999997,3.1,2.6833333333333336
164,2005/2006,2005-12-17,2005-12-17,Wigan,Charlton,3,0,H,3,0,4,3,-1,-3,3,0,3,16.0,21.0,14.0,23.0,1.0,4.0,13.0,15.0,3.0,-2,-2,2.2,3.1166666666666667,3.0666666666666664
165,2005/2006,2005-12-18,2005-12-24,Arsenal,Chelsea,0,2,A,0,2,2,0,-2,2,0,3,-3,22.0,35.0,13.0,7.0,13.0,16.0,21.0,16.0,21.0,7,1,2.9066666666666667,3.016666666666667,2.4166666666666665
166,2005/2006,2005-12-18,2005-12-24,Middlesbrough,Tottenham,3,3,D,3,3,3,3,0,0,1,1,0,20.0,22.0,23.0,13.0,-2.0,2.0,12.0,12.0,3.0,0,1,2.4166666666666665,3.1,2.733333333333333
167,2005/2006,2005-12-26,2005-12-31,Aston Villa,Everton,4,0,H,7,2,3,7,4,-5,4,3,1,16.0,9.0,26.0,23.0,-10.0,-12.0,8.0,13.0,-6.0,-1,0,2.1333333333333333,3.1,3.233333333333333
168,2005/2006,2005-12-26,2005-12-31,Charlton,Arsenal,0,1,A,2,5,1,0,1,5,3,4,-1,21.0,22.0,26.0,15.0,-6.0,0.0,10.0,5.0,-6.0,1,-2,4.616666666666667,3.3166666666666664,1.7066666666666668
169,2005/2006,2005-12-26,2005-12-31,Chelsea,Fulham,3,2,H,6,5,2,7,4,-2,6,0,6,37.0,18.0,7.0,22.0,28.0,-5.0,33.0,3.0,33.0,9,-1,1.1966666666666665,5.433333333333334,13.166666666666666
170,2005/2006,2005-12-26,2005-12-31,Liverpool,Newcastle,2,0,H,6,0,1,4,5,-4,6,0,6,20.0,18.0,8.0,17.0,11.0,1.0,19.0,10.0,15.0,5,1,1.6033333333333335,3.4333333333333336,5.3
171,2005/2006,2005-12-26,2005-12-31,Man United,West Brom,3,0,H,9,2,3,4,6,-2,6,0,6,31.0,17.0,14.0,25.0,17.0,-14.0,19.0,3.0,13.0,1,-1,1.2233333333333334,5.166666666666667,11.333333333333334
172,2005/2006,2005-12-26,2005-12-31,Middlesbrough,Blackburn,0,2,A,0,5,2,0,-2,5,1,6,-5,23.0,19.0,26.0,24.0,-2.0,-12.0,13.0,5.0,3.0,0,-2,1.9166666666666667,3.15,3.783333333333333
173,2005/2006,2005-12-26,2005-12-31,Portsmouth,West Ham,1,1,D,2,1,5,5,-3,-4,4,1,3,13.0,25.0,26.0,22.0,-9.0,2.0,6.0,15.0,-9.0,1,1,2.356666666666667,3.1,2.8000000000000003
174,2005/2006,2005-12-26,2005-12-31,Sunderland,Bolton,0,0,D,0,1,1,4,-1,-3,1,1,0,14.0,22.0,35.0,14.0,-14.0,7.0,2.0,13.0,-21.0,-5,1,3.7999999999999994,3.1833333333333336,1.8666666666666665
175,2005/2006,2005-12-26,2005-12-31,Tottenham,Birmingham,2,0,H,4,2,2,6,2,-4,6,0,6,25.0,11.0,16.0,23.0,8.0,-9.0,18.0,8.0,12.0,2,-1,1.45,3.85,6.55
176,2005/2006,2005-12-26,2005-12-31,Wigan,Man City,4,3,H,6,3,6,5,0,-2,3,1,2,19.0,24.0,18.0,17.0,0.0,4.0,16.0,13.0,6.0,1,-1,2.3833333333333333,3.1,2.7566666666666664
177,2005/2006,2005-12-28,2005-12-31,Arsenal,Portsmouth,4,0,H,5,2,0,5,5,-3,3,0,3,22.0,13.0,15.0,26.0,11.0,-6.0,21.0,7.0,18.0,-1,-3,1.2133333333333332,5.266666666666667,11.5
178,2005/2006,2005-12-28,2005-12-31,Birmingham,Man United,2,2,D,2,9,6,3,-4,6,1,1,0,11.0,31.0,23.0,14.0,-8.0,15.0,7.0,22.0,-12.0,1,3,6.716666666666666,4.043333333333333,1.4166666666666667
179,2005/2006,2005-12-28,2005-12-31,Everton,Liverpool,1,3,A,2,6,7,1,-5,5,0,3,-3,9.0,20.0,23.0,8.0,-11.0,6.0,7.0,12.0,-9.0,-2,3,4.6000000000000005,3.2999999999999994,1.7233333333333334
180,2005/2006,2005-12-28,2005-12-31,Fulham,Aston Villa,3,3,D,5,7,7,3,-2,4,1,1,0,18.0,16.0,22.0,26.0,0.0,-8.0,16.0,9.0,6.0,4,0,2.1,3.1166666666666667,3.266666666666666
181,2005/2006,2005-12-28,2005-12-31,Man City,Chelsea,0,1,A,3,6,5,2,-2,4,0,3,-3,24.0,37.0,17.0,7.0,5.0,18.0,17.0,19.0,9.0,1,2,5.733333333333333,3.5666666666666664,1.54
182,2005/2006,2005-12-28,2005-12-31,West Brom,Tottenham,2,0,H,2,4,4,2,-2,2,3,0,3,17.0,25.0,25.0,16.0,-3.0,2.0,13.0,13.0,-3.0,1,0,3.433333333333333,3.1166666666666667,2.0500000000000003
183,2005/2006,2005-12-28,2005-12-31,West Ham,Wigan,0,2,A,1,6,5,6,-4,0,0,3,-3,25.0,19.0,22.0,18.0,4.0,-1.0,13.0,12.0,3.0,-2,-3,2.15,3.1166666666666667,3.1666666666666665
184,2005/2006,2005-12-31,2005-12-31,Aston Villa,Arsenal,0,0,D,7,5,3,0,4,5,4,4,0,16.0,22.0,26.0,15.0,-6.0,5.0,12.0,9.0,-5.0,-1,-2,4.8999999999999995,3.3333333333333335,1.67
185,2005/2006,2005-12-31,2005-12-31,Charlton,West Ham,2,0,H,2,1,1,5,1,-4,3,1,2,21.0,25.0,26.0,22.0,-5.0,-2.0,13.0,16.0,-7.0,1,1,2.183333333333333,3.1166666666666667,3.1
186,2005/2006,2005-12-31,2005-12-31,Chelsea,Birmingham,2,0,H,6,2,2,6,4,-4,6,0,6,37.0,11.0,7.0,23.0,32.0,-13.0,39.0,8.0,39.0,9,-1,1.14,6.5,15.0
187,2005/2006,2005-12-31,2005-12-31,Liverpool,West Brom,1,0,H,6,2,1,4,5,-2,6,0,6,20.0,17.0,8.0,25.0,16.0,-16.0,25.0,3.0,21.0,5,-1,1.2233333333333334,5.166666666666667,11.333333333333334
188,2005/2006,2005-12-31,2005-12-31,Man United,Bolton,4,1,H,9,1,3,4,6,-3,6,1,5,31.0,22.0,14.0,14.0,23.0,4.0,25.0,14.0,19.0,1,1,1.3733333333333333,4.276666666666666,7.25
189,2005/2006,2005-12-31,2005-12-31,Middlesbrough,Man City,0,0,D,0,3,2,5,-2,-2,1,1,0,23.0,24.0,26.0,17.0,-4.0,2.0,14.0,14.0,-2.0,0,-1,2.25,3.1166666666666667,2.966666666666667
190,2005/2006,2005-12-31,2005-12-31,Portsmouth,Fulham,1,0,H,2,5,5,7,-3,-2,4,0,4,13.0,18.0,26.0,22.0,-12.0,-7.0,10.0,3.0,-6.0,1,-1,2.3,3.1,2.8900000000000006
191,2005/2006,2005-12-31,2005-12-31,Sunderland,Everton,0,1,A,0,2,1,7,-1,-5,1,3,-2,14.0,9.0,35.0,23.0,-15.0,-17.0,3.0,16.0,-21.0,-5,0,2.533333333333333,3.1166666666666667,2.5833333333333335
192,2005/2006,2005-12-31,2005-12-31,Tottenham,Newcastle,2,0,H,4,0,2,4,2,-4,6,0,6,25.0,18.0,16.0,17.0,10.0,-3.0,24.0,10.0,18.0,2,1,1.8833333333333335,3.15,3.883333333333333
193,2005/2006,2005-12-31,2005-12-31,Wigan,Blackburn,0,3,A,6,5,6,0,0,5,3,6,-3,19.0,19.0,18.0,24.0,0.0,-7.0,19.0,11.0,8.0,1,-2,2.066666666666667,3.1333333333333333,3.35
194,2005/2006,2006-01-02,2006-01-07,Birmingham,Wigan,2,0,H,2,0,0,2,2,-2,3,0,3,13.0,25.0,29.0,24.0,-12.0,-1.0,8.0,15.0,-12.0,0,1,2.4,3.1,2.7399999999999998
195,2005/2006,2006-01-02,2006-01-07,Blackburn,Portsmouth,2,1,H,2,1,1,2,1,-1,3,0,3,24.0,15.0,24.0,31.0,4.0,-9.0,16.0,7.0,6.0,1,-4,1.6199999999999999,3.4,5.166666666666667
196,2005/2006,2006-01-02,2006-01-07,Bolton,Liverpool,2,2,D,2,2,2,2,0,0,1,1,0,23.0,26.0,18.0,9.0,11.0,11.0,20.0,15.0,15.0,0,4,3.4333333333333336,3.15,2.0166666666666666
197,2005/2006,2006-01-02,2006-01-07,Everton,Charlton,3,1,H,3,1,1,3,2,-2,3,0,3,11.0,23.0,30.0,27.0,-16.0,1.0,7.0,15.0,-12.0,-3,-3,2.25,3.1166666666666667,2.966666666666667
198,2005/2006,2006-01-02,2006-01-07,Fulham,Sunderland,2,1,H,2,1,1,2,1,-1,3,0,3,23.0,14.0,29.0,36.0,-2.0,-14.0,17.0,3.0,6.0,0,-4,1.54,3.533333333333333,5.8999999999999995
199,2005/2006,2006-01-02,2006-01-07,Newcastle,Middlesbrough,2,2,D,2,2,2,2,0,0,1,1,0,18.0,23.0,21.0,28.0,5.0,0.0,15.0,7.0,9.0,1,-4,2.033333333333333,3.0833333333333335,3.533333333333333
200,2005/2006,2006-01-02,2006-01-07,West Brom,Aston Villa,1,2,A,1,2,2,1,-1,1,0,3,-3,19.0,23.0,29.0,29.0,-5.0,-4.0,16.0,10.0,0.0,2,0,2.3666666666666667,3.1,2.7833333333333337
201,2005/2006,2006-01-02,2006-01-07,West Ham,Chelsea,1,3,A,1,3,3,1,-2,2,0,3,-3,26.0,43.0,27.0,9.0,0.0,22.0,13.0,22.0,0.0,-3,3,7.416666666666667,3.966666666666667,1.3999999999999997
202,2005/2006,2006-01-03,2006-01-07,Arsenal,Man United,0,0,D,0,0,0,0,0,0,1,1,0,27.0,40.0,15.0,17.0,16.0,21.0,24.0,23.0,21.0,1,0,2.456666666666667,3.0666666666666664,2.733333333333333
203,2005/2006,2006-01-04,2006-01-07,Man City,Tottenham,0,2,A,0,2,2,0,-2,2,0,3,-3,27.0,29.0,22.0,18.0,3.0,4.0,17.0,13.0,6.0,-1,-1,2.466666666666667,3.0666666666666664,2.6833333333333336
204,2005/2006,2006-01-14,2006-01-14,Arsenal,Middlesbrough,7,0,H,7,0,0,7,7,-7,3,0,3,27.0,25.0,15.0,30.0,16.0,0.0,25.0,8.0,21.0,0,0,1.32,4.426666666666667,8.0
205,2005/2006,2006-01-14,2006-01-14,Aston Villa,West Ham,1,2,A,1,2,2,1,-1,1,0,3,-3,25.0,27.0,30.0,30.0,-2.0,-6.0,16.0,17.0,-5.0,0,-1,1.9000000000000001,3.1666666666666665,3.8666666666666667
206,2005/2006,2006-01-14,2006-01-14,Blackburn,Bolton,0,0,D,0,0,0,0,0,0,1,1,0,26.0,25.0,25.0,20.0,5.0,1.0,19.0,15.0,9.0,2,-1,2.166666666666667,3.1666666666666665,3.15
207,2005/2006,2006-01-14,2006-01-14,Charlton,Birmingham,2,0,H,2,0,0,2,2,-2,3,0,3,24.0,15.0,30.0,29.0,-4.0,-17.0,16.0,8.0,-5.0,1,-3,1.9000000000000001,3.2166666666666663,3.85
208,2005/2006,2006-01-14,2006-01-14,Fulham,Newcastle,1,0,H,1,0,0,1,1,-1,3,0,3,25.0,20.0,30.0,23.0,-1.0,-7.0,20.0,10.0,9.0,1,-2,2.2733333333333334,3.1833333333333336,2.94
209,2005/2006,2006-01-14,2006-01-14,Liverpool,Tottenham,1,0,H,1,0,0,1,1,-1,3,0,3,28.0,31.0,11.0,18.0,21.0,6.0,31.0,16.0,27.0,7,1,1.6366666666666667,3.4,5.233333333333333
210,2005/2006,2006-01-14,2006-01-14,Man City,Man United,3,1,H,3,1,1,3,2,-2,3,0,3,27.0,40.0,24.0,17.0,1.0,21.0,17.0,24.0,3.0,-2,0,4.333333333333333,3.266666666666667,1.7833333333333332
211,2005/2006,2006-01-14,2006-01-14,Portsmouth,Everton,0,1,A,0,1,1,0,-1,1,0,3,-3,16.0,14.0,33.0,31.0,-15.0,-22.0,14.0,19.0,-2.0,1,1,2.25,3.1666666666666665,2.983333333333333
212,2005/2006,2006-01-15,2006-01-21,Sunderland,Chelsea,1,2,A,2,2,2,1,0,1,0,3,-3,15.0,46.0,38.0,10.0,-16.0,24.0,4.0,25.0,-23.0,-1,4,13.333333333333334,5.25,1.2066666666666668
213,2005/2006,2006-01-15,2006-01-21,Wigan,West Brom,0,1,A,3,1,3,1,0,0,0,3,-3,25.0,20.0,26.0,31.0,0.0,-18.0,22.0,3.0,5.0,-1,-3,1.76,3.266666666666667,4.46
214,2005/2006,2006-01-21,2006-01-21,Birmingham,Portsmouth,5,0,H,5,0,0,5,5,-5,3,0,3,15.0,16.0,31.0,34.0,-10.0,-10.0,11.0,7.0,-9.0,1,-5,2.0,3.1666666666666665,3.5666666666666664
215,2005/2006,2006-01-21,2006-01-21,Bolton,Man City,2,0,H,2,0,0,2,2,-2,3,0,3,25.0,30.0,20.0,25.0,11.0,0.0,21.0,15.0,15.0,0,0,2.2333333333333334,3.1333333333333333,3.0333333333333337
216,2005/2006,2006-01-21,2006-01-21,Everton,Arsenal,1,0,H,1,0,0,1,1,-1,3,0,3,15.0,34.0,31.0,15.0,-14.0,10.0,10.0,13.0,-9.0,1,0,5.05,3.3666666666666667,1.67
217,2005/2006,2006-01-21,2006-01-21,Middlesbrough,Wigan,2,3,A,2,3,3,3,-1,0,0,3,-3,25.0,25.0,37.0,26.0,-6.0,-3.0,15.0,15.0,-2.0,0,-1,2.15,3.1666666666666665,3.1833333333333336
218,2005/2006,2006-01-21,2006-01-21,Newcastle,Blackburn,0,1,A,0,1,1,0,-1,1,0,3,-3,20.0,26.0,24.0,25.0,5.0,-2.0,16.0,17.0,9.0,0,2,2.2666666666666666,3.15,2.9666666666666663
219,2005/2006,2006-01-21,2006-01-21,Tottenham,Aston Villa,0,0,D,0,0,0,0,0,0,1,1,0,31.0,26.0,19.0,32.0,12.0,-3.0,30.0,13.0,24.0,4,1,1.6366666666666667,3.3666666666666667,5.333333333333333
